identifiant_interne,libelle,nom_court,sigle,type_detablissement,secteur_detablissement,vague_contractuelle,localisation,site_internet,geolocalisation,uai_identifiant,siret,siren,identifiant_wikidata,element_wikidata,identifiant_idref,identifiant_eter,identifiant_ror,element_ror,identifiant_isni,element_isni,date_creation,code_commune,commune,code_unite_urbaine,unite_urbaine,code_departement,departement,code_academie,academie,code_region,region,ancien_code_region,ancienne_region,adresse,code_postal,localite,pays,numero_de_telephone,statut_juridique_court,statut_juridique,compte_facebook,compte_twitter,compte_instagram,compte_linkedin,compte_youtube,scanr,article,champ_recherche,commune_std
WP55M,IAE PARIS SORBONNE BUSINESS SCHOOL,IAE DE PARIS,IAE PARIS,ECOLE,PUBLIC,VAGUE D,ILE DE FRANCE>PARIS>PARIS 5E,HTTP://WWW.IAE PARIS.COM/,"48.83839, 2.348565",0753364Z,19750002800026.2,197500028.0,Q3151899,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3151899,067108490,,01V053V88,HTTPS://ROR.ORG/01V053V88,,,1956 01 01,75105.0,PARIS 5E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,21 RUE BROCA,75005,PARIS,FRANCE,33144081160.0,EPA,Etablissement public national a caractere administratif,HTTPS://WWW.FACEBOOK.COM/IAEPARIS,HTTPS://TWITTER.COM/IAEPARIS,,Https://www.linkedin.com/company/iaeparis,HTTPS://WWW.YOUTUBE.COM/USER/IAEPARIS,Https://scanr.enseignementsup recherche.gouv.fr/entite/197500028,A L,Institut d administration des entreprises de paris iae paris sorbonne business school iae de paris sorbonne business school iae paris,75105.0
DK1TH,Institut national des langues et civilisations orientales,INALCO,INALCO,GRAND ETABLISSEMENT,PUBLIC,VAGUE D,ILE DE FRANCE>PARIS>PARIS 13E,HTTP://WWW.INALCO.FR/,"48.82725533443922, 2.376024127006531",0753488J,19753488600092.0,197534886.0,Q1430113,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1430113,026388715,FR0197,023ZG8W32,HTTPS://ROR.ORG/023ZG8W32,0000 0001 2188 4202,HTTP://WWW.ISNI.ORG/0000 0001 2188 4202,1669,75113.0,PARIS 13E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,65 RUE DES GRANDS MOULINS,75214,PARIS CEDEX 13,FRANCE,33181701014.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/inalco.langueso/,HTTPS://TWITTER.COM/INALCO,HTTPS://WWW.INSTAGRAM.COM/INALCO/,Https://www.linkedin.com/school/institut national des langues et civilisations orientales/,Https://www.youtube.com/channel/uc1azikctftsp cuqn3hpqoa,Https://scanr.enseignementsup recherche.gouv.fr/entite/197534886,A L,Institut national des langues et civilisations orientales inalco,75113.0
9HQPM,UNIVERSITE DE TOULOUSE,,UT,UNIVERSITE,PUBLIC,VAGUE A,Occitanie>toulouse>haute garonne>toulouse,,"43.561566, 1.463029",0313218E,93827139200012.0,938271392.0,,,,,,,,,2024 12 06,31555.0,TOULOUSE,UU00758,TOULOUSE,D031,HAUTE GARONNE,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,118 ROUTE DE NARBONNE,31400,TOULOUSE,FRANCE,33561556611.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",,,,,,,,UNIVERSITE DE TOULOUSE UT,31555.0
Y7CH7,UNIVERSITE GRENOBLE ALPES,,UGA,GRAND ETABLISSEMENT,PUBLIC,VAGUE A,Auvergne rhone alpes>grenoble>isere>grenoble>saint martin d heres,HTTPS://WWW.UNIV GRENOBLE ALPES.FR/,"45.19159, 5.76726",0383546Y,13002608100013.0,130026081.0,Q945876,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q945876,240648315,FR0367,02RX3B187,HTTPS://ROR.ORG/02RX3B187,,,2019 11 04,38421.0,SAINT MARTIN D HERES,UU38701,GRENOBLE,D038,ISERE,A08,GRENOBLE,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,621 AVENUE CENTRALE,38400,SAINT MARTIN D HERES,FRANCE,33457422142.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UGRENOBLEALPES/,HTTPS://TWITTER.COM/UGRENOBLEALPES,Https://www.instagram.com/universitegrenoblealpes/,Https://www.linkedin.com/school/universit c3 a9 grenoble alpes/,Https://www.youtube.com/user/universitedegrenoble/,Https://scanr.enseignementsup recherche.gouv.fr/entite/130026081,A L,UNIVERSITE GRENOBLE ALPES UGA,38421.0
5GQZW,UNIVERSITE JEAN MONNET,,UJM,UNIVERSITE,PUBLIC,VAGUE A,Auvergne rhone alpes>lyon>loire>saint etienne,,"45.424706, 4.392766",0422388T,93850168100010.0,938501681.0,,,,,,,,,2024 12 06,42218.0,SAINT ETIENNE,UU00753,SAINT ETIENNE,D042,LOIRE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,10 RUE TREFILERIE,42100,SAINT ETIENNE,FRANCE,33477421700.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/universite.jean.monnet.saint.etienne,,Https://www.instagram.com/univjeanmonnet/,Https://www.linkedin.com/school/universit c3 a9 jean monnet saint etienne/,Https://www.youtube.com/user/unijeanmonnetujm,Https://scanr.enseignementsup recherche.gouv.fr/entite/194210951,A L,UNIVERSITE JEAN MONNET UJM,42218.0
VXHYT,AVIGNON UNIVERSITE,,AU,UNIVERSITE,PUBLIC,VAGUE C,Provence alpes cote d azur>aix marseille>vaucluse>avignon,HTTPS://UNIV AVIGNON.FR/,"43.95005, 4.81789",0840685N,19840685200204.0,198406852.0,Q2033119,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q2033119,026369044,FR0236,00MFPXB84,HTTPS://ROR.ORG/00MFPXB84,0000 0001 2190 2394,HTTP://WWW.ISNI.ORG/0000 0001 2190 2394,1984 07 26,84007.0,AVIGNON,UU00754,AVIGNON,D084,VAUCLUSE,A02,AIX MARSEILLE,R93,PROVENCE ALPES COTE D AZUR,R93,PROVENCE ALPES COTE D AZUR,74 RUE LOUIS PASTEUR,84029,AVIGNON CEDEX 1,FRANCE,33490162500.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/universite.avignon/,HTTPS://TWITTER.COM/UNIVAVIGNON,HTTPS://WWW.INSTAGRAM.COM/UNIVAVIGNON/,Https://www.linkedin.com/school/avignon universit c3 a9/,HTTPS://WWW.YOUTUBE.COM/USER/UNIVAVIGNON,,A,Universite d avignon universite d avignon et des pays de vaucluse avignon universite university of avignon and the vaucluse avignon university au,84007.0
XR16Q,Conservatoire national des arts et metiers,,CNAM,GRAND ETABLISSEMENT,PUBLIC,VAGUE D,ILE DE FRANCE>PARIS>PARIS 3E,HTTP://WWW.CNAM.FR/,"48.86675796735145, 2.3554462194442753",0753471R,19753471200017.0,197534712.0,Q524289,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q524289,027404978,FR0193,0175HH227,HTTPS://ROR.ORG/0175HH227,0000 0001 2185 090X,HTTP://WWW.ISNI.ORG/0000 0001 2185 090X,1794,75103.0,PARIS 3E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,292 RUE SAINT MARTIN,75141,PARIS CEDEX 03,FRANCE,33140272000.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/lecnam.formation?rf=110888042265646,HTTPS://TWITTER.COM/LECNAM,HTTPS://WWW.INSTAGRAM.COM/LECNAM/,Https://www.linkedin.com/school/conservatoire national des arts et m c3 a9tiers/,Https://www.youtube.com/c/conservatoirenationaldesartsetm c3 a9tiersparis,Https://scanr.enseignementsup recherche.gouv.fr/entite/197534712,AU,Conservatoire national des arts et metiers cnam,75103.0
ONZI5,ECAM EPMI,ECAM EPMI,,ECOLE,PRIVE,VAGUE E,Ile de france>versailles>val d oise>paris>cergy,HTTPS://WWW.ECAM EPMI.FR/,"49.031763, 2.074459",0951819L,38896452000018.0,388964520.0,Q3577775,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3577775,,FR0278,05BDNGH08,HTTPS://ROR.ORG/05BDNGH08,,,1992,95127.0,CERGY,UU00851,PARIS,D095,VAL D OISE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,13 BOULEVARD DE L’HAUTIL,95092,CERGY PONTOISE CEDEX,FRANCE,33130756040.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/EPMI.OFFICIEL,HTTPS://TWITTER.COM/ECOLEECAM_EPMI,,,HTTPS://WWW.YOUTUBE.COM/@ECAM EPMI918,Https://scanr.enseignementsup recherche.gouv.fr/entite/388964520,A L,ECAM EPMI,95127.0
NV3O7,ECOLE CATHOLIQUE DES ARTS ET METIERS,ECAM LASALLE,ECAM,ECOLE,PRIVE,VAGUE A,Auvergne rhone alpes>lyon>rhone>lyon>lyon 5e,HTTP://WWW.ECAM.FR/,"45.76391, 4.82518",0690194L,77988344600014.0,779883446.0,Q3577727,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3577727,053504984,FR0155,01EHGVM85,HTTPS://ROR.ORG/01EHGVM85,0000 0001 0208 3442,HTTP://WWW.ISNI.ORG/0000 0001 0208 3442,1900 01 01,69385.0,LYON 5E,UU00760,LYON,D069,RHONE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,40 MONTEE SAINT BARTHELEMY,69321,LYON CEDEX 05,FRANCE,33472770600.0,FONDATION,FONDATION,HTTPS://WWW.FACEBOOK.COM/ECAM.LYON,HTTPS://TWITTER.COM/ECAMLYON,,,HTTPS://WWW.YOUTUBE.COM/USER/ECAMLYON,,A L,Ecole catholique des arts et metiers ecam lasalle ecam,69385.0
Y0WTS,ECOLE DE MANAGEMENT LEONARD DE VINCI,EMLV,EMLV,ECOLE,PRIVE,,Ile de france>versailles>hauts de seine>paris>courbevoie,HTTPS://WWW.EMLV.FR/,"48.8962, 2.2359",0922369A,,,Q166446,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q166446,06709385X,,,,,,1995,92026.0,COURBEVOIE,UU00851,PARIS,D092,HAUTS DE SEINE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,2 12 AVENUE LEONARD DE VINCI,92916,PARIS LA DEFENSE CEDEX,FRANCE,33141167564.0,Sans personnalite juridique secteur prive,Sans personnalite juridique secteur prive,HTTPS://WWW.FACEBOOK.COM/EMLVPARIS,HTTPS://TWITTER.COM/EMLVPARIS,HTTPS://WWW.INSTAGRAM.COM/EMLV_PARIS/,Https://www.linkedin.com/school/ecole de management leonard de vinci/,HTTPS://WWW.YOUTUBE.COM/USER/ESILVPARIS,,A L,Ecole de management leonard de vinci emlv,92026.0
TDEPY,Ecole nationale superieure de l electronique et de ses applications de cergy,,ENSEA,ECOLE,PUBLIC,VAGUE E,Ile de france>versailles>val d oise>paris>cergy,HTTPS://WWW.ENSEA.FR/FR,"49.03937306943779, 2.0727896690368657",0951376E,19951376300011.0,199513763.0,Q2707341,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q2707341,034641491,FR0273,03QEACD72,HTTPS://ROR.ORG/03QEACD72,0000 0001 2287 8330,HTTP://WWW.ISNI.ORG/0000 0001 2287 8330,1975,95127.0,CERGY,UU00851,PARIS,D095,VAL D OISE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,6 AVENUE DU PONCEAU,95014,CERGY PONTOISE CEDEX,FRANCE,33130736220.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/pages/ensea/136481359731543,HTTPS://TWITTER.COM/ENSEA1,,Https://www.linkedin.com/school/ecole nationale sup c3 a9rieure de l electronique et de ses applications/,Https://www.youtube.com/channel/ucahvsu jdanz3x8edzc70qq,Https://scanr.enseignementsup recherche.gouv.fr/entite/199513763,A L,Ecole nationale superieure de l electronique et de ses applications de cergy ensea,95127.0
59DA6,Ecole nationale superieure des sciences de l information et des bibliotheques,,ENSSIB,GRAND ETABLISSEMENT,PUBLIC,VAGUE A,Auvergne rhone alpes>lyon>rhone>lyon>villeurbanne,HTTPS://WWW.ENSSIB.FR/,"45.7803, 4.86229",0692459Y,19692459100015.0,196924591.0,Q2791269,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q2791269,033064377,FR0162,059QR5H87,HTTPS://ROR.ORG/059QR5H87,0000 0001 2294 1061,HTTP://WWW.ISNI.ORG/0000 0001 2294 1061,1992 01 13,69266.0,VILLEURBANNE,UU00760,LYON,D069,RHONE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,17/21 BOULEVARD DU 11 NOVEMBRE 1918,69623,VILLEURBANNE CEDEX,FRANCE,33472444343.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/ENSSIB,HTTPS://TWITTER.COM/ENSSIB,HTTPS://WWW.INSTAGRAM.COM/ENSSIB/,HTTPS://WWW.LINKEDIN.COM/SCHOOL/ENSSIB/,Https://www.youtube.com/channel/ucxhmceutx8o5btcysulaxgg,Https://scanr.enseignementsup recherche.gouv.fr/entite/196924591,A L,Ecole nationale superieure des sciences de l information et des bibliotheques enssib,69266.0
NXIIH,Ecole speciale de mecanique et d electricite,ESME SUDRIA,ESME,ECOLE,PRIVE,VAGUE E,Ile de france>creteil>val de marne>paris>ivry sur seine,HTTPS://WWW.ESME.FR/,"48.81413, 2.392969",0753574C 0941953M,44263925800031.0,442639258.0,Q1572655,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1572655,031078540,,00NF3NV81,HTTPS://ROR.ORG/00NF3NV81,,,1905,94041.0,IVRY SUR SEINE,UU00851,PARIS,D094,VAL DE MARNE,A24,CRETEIL,R11,ILE DE FRANCE,R11,ILE DE FRANCE,38 RUE MOLIERE,94200,IVRY SUR SEINE,FRANCE,,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,,HTTPS://TWITTER.COM/ESMESUDRIA,,,HTTPS://WWW.YOUTUBE.COM/USER/ESMESUDRIA,Https://scanr.enseignementsup recherche.gouv.fr/entite/442639258,A L,Ecole speciale de mecanique et d electricite esme sudria esme,94041.0
TJRNJ,"Ecole speciale des travaux publics, du batiment et de l industrie",ESTP,,ECOLE,PRIVE,VAGUE E,Ile de france>creteil>val de marne>paris>cachan,HTTP://WWW.ESTP.FR/,"48.79422078629043, 2.328532934188843",0753607N 0942340H,32500211100012.0,325002111.0,Q273483,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q273483,027534138,FR0272,04NWG1T42,HTTPS://ROR.ORG/04NWG1T42,0000 0000 8649 3272,HTTP://WWW.ISNI.ORG/0000 0000 8649 3272,1891,94016.0,CACHAN,UU00851,PARIS,D094,VAL DE MARNE,A24,CRETEIL,R11,ILE DE FRANCE,R11,ILE DE FRANCE,28 AVENUE DU PRESIDENT WILSON,94230,CACHAN,FRANCE,33149085650.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ESTPPARIS,HTTPS://TWITTER.COM/ESTPPARIS,HTTPS://WWW.INSTAGRAM.COM/ESTP_PARIS/,Https://www.linkedin.com/edu/school?id=12401&trk=edu cp title,Https://www.youtube.com/channel/uc5iiwbtq1mklhfo0kyuofcg,Https://scanr.enseignementsup recherche.gouv.fr/entite/325002111,A L,"Ecole speciale des travaux publics, du batiment et de l industrie estp",94016.0
977NI,ICN BUSINESS SCHOOL,,ICN,ECOLE,PRIVE,,Grand est>nancy metz>meurthe et moselle>nancy,HTTPS://WWW.ICN ARTEM.COM/,"48.67419, 6.17029",0542455A,38139568000022.38,381395680.0,Q3146547,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3146547,240717511,,02F3YMK52,HTTPS://ROR.ORG/02F3YMK52,,,1905,54395.0,NANCY,UU54701,NANCY,D054,MEURTHE ET MOSELLE,A12,NANCY METZ,R44,GRAND EST,R41,LORRAINE,86 RUE DU SERGENT BLANDAN,54003,NANCY,FRANCE,33354502500.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,Https://www.facebook.com/icnbusinessschool,HTTPS://TWITTER.COM/ICNBS,HTTPS://WWW.INSTAGRAM.COM/ICNBS/,Https://www.linkedin.com/school/icn business school/,HTTPS://WWW.YOUTUBE.COM/USER/GROUPEICN,,A L,Icn business school icn graduate business school icn,54395.0
HFCVD,SCIENCES PO LYON,IEP DE LYON,IEP LYON,AUTRE ETABLISSEMENT,PUBLIC,VAGUE A,Auvergne rhone alpes>lyon>rhone>lyon>lyon 7e,HTTPS://WWW.SCIENCESPO LYON.FR/,"45.7471, 4.8354",0690173N,19690173000024.0,196901730.0,Q2253344,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q2253344,028888537,,02H3VCZ70,HTTPS://ROR.ORG/02H3VCZ70,0000 0004 1806 159X,HTTP://WWW.ISNI.ORG/0000 0004 1806 159X,1948 05 06,69387.0,LYON 7E,UU00760,LYON,D069,RHONE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,14 AVENUE BERTHELOT,69007,LYON,FRANCE,33437283800.0,EPA,Etablissement public national a caractere administratif,HTTPS://WWW.FACEBOOK.COM/SCPOLYON/,HTTPS://TWITTER.COM/SCPOLYON,,Https://www.linkedin.com/school/institut d etudes politiques de lyon/,,Https://scanr.enseignementsup recherche.gouv.fr/entite/196901730,A,Institut d etudes politiques de lyon sciences po lyon iep de lyon iep lyon,69387.0
3F8N1,Institut d ingenierie informatique de limoges,3IL,,ECOLE,PRIVE,VAGUE E,Nouvelle aquitaine>limoges>haute vienne>limoges,HTTPS://WWW.3IL INGENIEURS.FR/,"45.81879933351791, 1.2718766927719118",0875012A 0870997L,39770462800015.0,397704628.0,Q3151931,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3151931,,FR0242,00VW6WF38,HTTPS://ROR.ORG/00VW6WF38,,,1987 01 06,87085.0,LIMOGES,UU87601,LIMOGES,D087,HAUTE VIENNE,A22,LIMOGES,R75,NOUVELLE AQUITAINE,R74,LIMOUSIN,43 RUE SAINTE ANNE,87015,LIMOGES,FRANCE,33555316724.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/3ILINGENIEURS,HTTPS://TWITTER.COM/3IL_INGENIEURS,,,,,A L,Institut d ingenierie informatique de limoges 3il the limoges computer sciences engineering school,87085.0
EUJTI,Institut superieur de l electronique et du numerique de brest,ISEN OUEST,,ECOLE,PRIVE,VAGUE B,BRETAGNE>RENNES>FINISTERE>BREST,HTTPS://ISEN BREST.FR/,"48.407023, 4.495576",0292125C,39779265600019.4,397792656.0,Q51648617,Https://www.wikidata.org/entity/q51648617,177681446,FR0028,,,,,1994 09 01,29019.0,BREST,UU29701,BREST,D029,FINISTERE,A14,RENNES,R53,BRETAGNE,R53,BRETAGNE,20 RUE CUIRASSE BRETAGNE,29200,BREST,FRANCE,33298038400.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ISEN.BREST,HTTPS://TWITTER.COM/ISENBREST,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/397792656,A L,Yncrea ouest institut superieur de l electronique et du numerique de brest isen ouest,29019.0
GDAL8,TBS EDUCATION,,,ECOLE,PRIVE,,Occitanie>toulouse>haute garonne>toulouse,HTTPS://WWW.TBS EDUCATION.FR/,"43.610775, 1.429964",0310156B,18310002300161.816,183100023.81751737,Q3117393,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3117393,027931676,,0349Y2Q65,HTTPS://ROR.ORG/0349Y2Q65,0000 0000 9455 3423,HTTP://WWW.ISNI.ORG/0000 0000 9455 3423,1902,31555.0,TOULOUSE,UU00758,TOULOUSE,D031,HAUTE GARONNE,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,1 PLACE ALPHONSE JOURDAIN,31068,TOULOUSE CEDEX 7,FRANCE,,SA A CONSEIL D ADMINISTRATION,SA A CONSEIL D ADMINISTRATION,HTTPS://WWW.FACEBOOK.COM/TBSEDUCATION,HTTPS://TWITTER.COM/TBS_EDUCATION,HTTPS://WWW.INSTAGRAM.COM/TBS_EDUCATION/,Https://www.linkedin.com/school/toulouse business school/,HTTPS://WWW.YOUTUBE.COM/TOULOUSEBS,Https://scanr.enseignementsup recherche.gouv.fr/entite/817517394,A,Tbs education toulouse business school tbs,31555.0
WSNR7,Ecole superieure des technologies industrielles avancees,ESTIA,,ECOLE,PRIVE,VAGUE B,Nouvelle aquitaine>bordeaux>pyrenees atlantiques>bayonne>bidart,HTTP://WWW.ESTIA.FR/,"43.44613, 1.55395",0641923T,,824457675.1864,Q3578510,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578510,086212435,FR0142,008KVXW43,HTTPS://ROR.ORG/008KVXW43,0000 0001 2175 9145,HTTP://WWW.ISNI.ORG/0000 0001 2175 9145,1996,64125.0,BIDART,UU00751,BAYONNE,D064,PYRENEES ATLANTIQUES,A04,BORDEAUX,R75,NOUVELLE AQUITAINE,R72,AQUITAINE,90 ALLEE FAUSTE D’ELHUYAR,64210,BIDART,FRANCE,,AUTRE PERSONNE MORALE DE DROIT PRIVE,AUTRE PERSONNE MORALE DE DROIT PRIVE,Https://www.facebook.com/ingenieurs.estia,HTTPS://TWITTER.COM/ESTIAOFFICIEL,,Https://www.linkedin.com/edu/school?id=373039&trk=edu cp title,Https://www.youtube.com/user/estiaoffciel,,A L,Ecole superieure des technologies industrielles avancees estia,64125.0
78FKM,ECOLE SUPERIEURE DU BOIS,ESB NANTES,ESB,ECOLE,PRIVE,VAGUE B,Pays de la loire>nantes>loire atlantique>nantes,HTTPS://WWW.ECOLEDUBOIS.FR/,"47.284, 1.514663",0442278M,78452130400021.0,784521304.0,Q3578509,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578509,027957314,,03X8H1V05,HTTPS://ROR.ORG/03X8H1V05,,,1934 01 01,44109.0,NANTES,UU44701,NANTES,D044,LOIRE ATLANTIQUE,A17,NANTES,R52,PAYS DE LA LOIRE,R52,PAYS DE LA LOIRE,9 RUE CHRISTIAN PAUC,44306,NANTES CEDEX 3,FRANCE,,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,,,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/784521304,A L,ECOLE SUPERIEURE DU BOIS ESB NANTES ESB,44109.0
5CUYU,VET AGRO SUP,VET AGRO SUP,,GRAND ETABLISSEMENT,PUBLIC,VAGUE A,Auvergne rhone alpes>lyon>rhone>lyon>marcy l etoile,HTTP://WWW.VETAGRO SUP.FR/,"45.793314788437215, 4.711171388626099",0690193K,13000858400018.0,130008584.0,Q3151920,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3151920,156395703,FR0328,01C7WZ417,HTTPS://ROR.ORG/01C7WZ417,0000 0001 2153 9484,HTTP://WWW.ISNI.ORG/0000 0001 2153 9484,2010 01 01,69127.0,MARCY L ETOILE,UU00760,LYON,D069,RHONE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,1 AVENUE BOURGELAT,69280,MARCY L ETOILE,FRANCE,33478872525.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/vetagrosup?fref=ts,HTTPS://TWITTER.COM/VETAGROSUP,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/130008584,A L,"Institut d enseignement superieur et de recherche en alimentation, sante animale, sciences agronomiques et de l environnement vet agro sup",69127.0
EM3XY,Institut regional du travail social de champagne ardennes,IRTS CHAMPAGNE ARDENNE,,ECOLE,PRIVE,,GRAND EST>REIMS>MARNE>REIMS,HTTPS://IRTSCA.FR/,"49.231082, 4.002474",0511556P,38152268900011.0,381522689.0,,,158736869,,,,,,,51454.0,REIMS,UU51701,REIMS,D051,MARNE,A19,REIMS,R44,GRAND EST,R21,CHAMPAGNE ARDENNE,8 RUE JOLIOT CURIE,51100,REIMS,FRANCE,,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,,,,,,,A L,Institut regional du travail social de champagne ardennes irts champagne ardenne,51454.0
IXHYV,UNIVERSITE D ANGERS,,UA,UNIVERSITE,PUBLIC,VAGUE B,Pays de la loire>nantes>maine et loire>angers,HTTPS://WWW.UNIV ANGERS.FR/,"47.47687, 0.549657",0490970N,19490970100303.0,194909701.0,Q1538727,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1538727,026402920,FR0099,04YRQP957,HTTPS://ROR.ORG/04YRQP957,0000 0001 2248 3363,HTTP://WWW.ISNI.ORG/0000 0001 2248 3363,1972 01 01,49007.0,ANGERS,UU49701,ANGERS,D049,MAINE ET LOIRE,A17,NANTES,R52,PAYS DE LA LOIRE,R52,PAYS DE LA LOIRE,40 RUE DE RENNES,49035,ANGERS CEDEX 1,FRANCE,33241962323.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UNIVANGERS,HTTPS://TWITTER.COM/UNIVANGERS,HTTPS://WWW.INSTAGRAM.COM/UNIVANGERS/,Https://www.linkedin.com/school/univangers/,Https://www.youtube.com/user/universitedangers,Https://scanr.enseignementsup recherche.gouv.fr/entite/194909701,A L,Universite d angers university of angers ua,49007.0
3Z5E6,UNIVERSITE GUSTAVE EIFFEL,,UGE,UNIVERSITE,PUBLIC,VAGUE E,Ile de france>creteil>seine et marne>paris>champs sur marne,HTTPS://WWW.UNIV GUSTAVE EIFFEL.FR/,"48.83915, 2.58747",0772894C,13002612300013.0,130026123.0,Q65153823,Https://www.wikidata.org/entity/q65153823,244936234,,03X42JK29,HTTPS://ROR.ORG/03X42JK29,,,2020 01 01,77083.0,CHAMPS SUR MARNE,UU00851,PARIS,D077,SEINE ET MARNE,A24,CRETEIL,R11,ILE DE FRANCE,R11,ILE DE FRANCE,5 BOULEVARD DESCARTES,77420,CHAMPS SUR MARNE,FRANCE,,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/universitegustaveeiffel/,HTTPS://TWITTER.COM/UGUSTAVEEIFFEL,Https://www.instagram.com/universitegustaveeiffel/,Https://www.linkedin.com/company/universit c3 a9 gustave eiffel/,Https://www.youtube.com/channel/ucnmf04xs6leaefz8to6s2dw,Https://scanr.enseignementsup recherche.gouv.fr/entite/130026123,A L,Universite gustave eiffel gustave eiffel university uge,77083.0
